	text	category
370	 Mammookka fans inu like adikkan ulla comment	unknown_state
371	 Etu lucifere polichu adukum...... Raja return daa.....	Positive
372	 Ikka muthanu ...prayam koodunthorum kooduthal monjan......	Positive
373	 Trailer Kandu thudangyalo 7.9M views aarunu. Kandu kazinjapo 8M aayi! 🤯	unknown_state
374	 CHEKUTHANMARUDE RAJAVU LUCIFER @lalettan @rajuvettan #romanchification	unknown_state
375	 Oru 100cr koody njnga Ing aduthu #EIDMUBARAK	Positive
376	 Ethu powlikkum maduraraja yum puliyum myrumonnumalla nammukke vendate immatiri items aane	Negative
377	 100 o 200 crore club il keeriyillelum padam super aayal mathi naangalkk Love you Ikka  Love you Laletta	Positive
378	 Angane murukante karyathil Oru teerumanam ayii	unknown_state
379	 Malayalathinte swandham lalettanu  all kerala dulquar salman fansinte vijayasamshagal	Positive
380	 Endo aa dilouge delivery endo pole..	Mixed_feelings
381	 Odiyanil poya pratheeksha luciferin thannekkua ....Etta....minnichekkane .	Positive
382	 Trailer 20 ill kooduthal kandavar like here	unknown_state
383	 Lalletan fans ellarum like adich power kanikke	unknown_state
384	 Ini aaanu kali trailer kalakki above expectations	Positive
385	 2019 November I'll ith kanan vannavar undo	unknown_state
386	 tovi mwthinte mass kannnan vannavar undo....	unknown_state
387	 Cinema kanditum idakku idakku keri trailer kanund	unknown_state
388	 Lucifer Madhurarajayekkal ishtamayavar Like . Madhuraraja Luciferineikal ishtamayavar comment Nammukku nokkam aaru jayikumennu	unknown_state
389	 Cinema kandit vannu trailer kanunna ethraperund evde	unknown_state
390	 Marana maasss feeel trailer. Padathinum ad kittiyal polikum	Positive
391	 Trailer erengunenu mumb 5.2k dislike adichavanmark ente naduviral namaskaram	Negative
392	 Peru orkunnilla..  Oru english film orma vannu..	unknown_state
393	 Pulimurugan pole thane und set ....onnu Matti pidikarnnu....	Mixed_feelings
394	 Poojapura mohanan fans moonchi. ഇക്ക പൊളി	Negative
395	 OVER HYPE KODUTH EE OOLA PADATINU VENDI TALLIYA ELLA OOMBANMARAYA LALAPPAN FANSINTE KARANAKUTTIK NOKI ONN POTTIKAN TONUNNAVAR LIKE EDUKA	Negative
396	 Enna njan oru kaaryam parayatte..ee padam pottum....odiyan avashtha aavum..mark my words	Negative
397	 Kandittum kandittum madhiyaavunnillallo deyvame.....Ente laletta ningal star alla oru GALAXY aanu	Positive
398	 Njan poye kanan mammookkaye al wahdha MALL njan kandu	Positive
399	 Ee like button oru thavanaye adikkaan pattu allee	Positive
400	 2.7k unlike adicha pengalepanni makkalkku ente naduviral namaskaram	Negative
401	 Veendum veendum kanunnavar like adii makkalae	unknown_state
402	 Trailer oru spark aakunnilla.... But still waiting .....	Mixed_feelings
403	 Ethinokke dislike adikkunnavar aan malayala cinimayuday shapam 🤦‍	Negative
404	 Aha aha nalla kidilan thalavettu	unknown_state
405	 vijaricha Pola allallo kidu analla	Positive
406	 Mass....  kola masssss Tovino polichadukiiiii Tovino uyirr annuu.....	Positive
407	 Annyaayam... *ROMANJAM*    ikkaaaaaaaa.........	Positive
408	 Sunny chechinte song kelkkan waiting	Positive
409	 John Abraham Palakkal ....Marana Mass Mammookka	Positive
410	 Adichu makkale... 10M.. Epozhm trailer kanunnavar undo??	Positive
411	 within 3hrs- 212k views	Negative
412	 Oru aradhakan avanayi oru katha menanju.... Aradhakan stronganekill avan double strong anu..... #prithvi#lalettan	Positive
413	 Sira avan shardichu Pakshe maala kittila  Ini idikkano.  Venda kutta oruttam	unknown_state
414	 All best mammokka  Team mamangam  Mammokka fans like 🤘	Positive
415	 Wowww.. Amazing.. Katta waiting.. Ikka and unni.. Super..	Positive
416	 Muvattupuzha kaaaar ondo Ee padam shoot cheytat ivadaaanu	unknown_state
417	 Capable actress nte nirayilekk baby mol varumennullavar	unknown_state
418	 Odiyane thakarkkan kanji vilambi nadannavarkku ulla chicken biriyani...oru biriyani edukkatte chetta..	unknown_state
419	 Atom bomb	Negative
420	 Mammokka ponnikka happy birthday  love you	Positive
421	 Lalettan annum innum ennum mollywood raja	Positive
422	 ingeru karanam abhimanikkam oroo malayalikkum	Positive
423	 Pisharadoyude padathil abinayikan kanicha a manasundaloo athanu mamooka	unknown_state
424	 Aval aa kadele freezer il alle.  Ithipo kadha motham ondallo trailer il.	unknown_state
425	 Ithu Tamil movie ah illa Malayalam movie ah? Mostly Tamil dialogue in Malayalam slang :P	Mixed_feelings
426	 Oru rekshayum illa makkale poliiiii action scenes	Positive
427	 Ith  arabikkadalinte simhamalla Hippo Pottamaas.Kunjali marakkare Baahubali dressokke itt priyadarshan abhamanikkunnu.Cashing vendi charithrathe Valachodikkunnu.	Negative
428	 Ittymaani trailer polichuu aarokke ittymaani fds pokunnund like adi	unknown_state
429	 Trailer kanditt padam hit aanenn thonnunnu	Positive
430	 Nta daivamme ....Ponnu laletta  ningal muthannu	Positive
431	 Adutha masterpiece aavum mammookkayude  പ്രിത്വി	unknown_state
432	 Vere level love you laletta... 🤩	Positive
433	 Mollywood stylish aavanmenkil namude ikka tanne varanam      mega star	Positive
434	 simha thailvaaaaaaaa ie pravasham double strongalla  triple strong  raja solunathdanda seyuve  seyunate mathram soluve mammmoookkaa polikkum	Positive
435	 Kashtapettu Unlike cheyyunnavar aaruda fans ennathinu samsayamilla  iniyatra unlike adichalum avarkariyam Padam records bedikumennu	Negative
436	 Last thalaiva tonum ikkante jumbum	unknown_state
437	 Saleem Kumarinu old look (Pokkiri Rajayile look) aayirunnu kooduthal chercha	Mixed_feelings
438	 Pakkadane pore kaliyude aattathe march 28	unknown_state
439	 1:44 mammookkkkaaa Mammookkkaa Unni mugundhan  okkee  endhuuu	unknown_state
440	 Manju..ival ithilum ondooo naasham..apo ee padavum njjn kaanunnilaa	Negative
441	 Ith orumathiri thelungu padam pole undallo	Mixed_feelings
442	 Oru pakshe yennum oru thavana yenkilum minimum ellaarum kaanunna trailer Ithaayirikkum ..no doubt.....	unknown_state
443	 Muthaaapoooyyyyy hoooooooooo yyyyyyyyyyyyyyy odiyan loading	unknown_state
444	 Ndh kadippada 13k dislike adichavark.. Nallath kanda nallathenne parayanm.... Atra chorinnindanki valla mullu murikinm ker myrole	Positive
445	 Luv u laletta ....katta fans undo..prithviraj fans hit like	unknown_state
446	 dislike adicha 9.5 k dislikeolikalkkulla adi kodukkanulla nool	Negative
447	 Kurch colour koodi poyo ennoru samshayam....	Mixed_feelings
448	 Cinima hitt akumenn karutunnavar like	unknown_state
449	 Charithra cinema cheyyan annum innum mammukkaye vellan oruthanum illa. Kidiloski trailer.	Positive
450	 1.3 k dislike adichath eath kundamaran	unknown_state
451	 ithu pwolikkum... sudaani from nigeria movie eavdokyo manasil oodi vannu...!!!	Positive
452	 Good luck ikka from lalattan fan	Mixed_feelings
453	 Trailer yethra pravashyam kandenn yenikkane ariyilla	Positive
454	 Sheriya eattante eathra kali namallu kandittullatha hehe	unknown_state
455	 Enna lookanu ikka...... U r the best	Positive
456	 Ikka ki jai powli trailer onum parayan ella super masss	Positive
457	 Oru raksha yil Laleetan polichuuu rajuettan nega vare level annuuuu	Positive
458	 Happy New Year LalettaCinema kanduketto..Love u	Positive
459	 SaMbaVaM KiduKki FiGht Parappich Parappich ThElUng kadakkuo🤔	Mixed_feelings
460	 box office nte kaaryathil oru theerumaanamaaay	Positive
461	 Arenkilum oru karayam sredhicho narasimham film ile bgm  puthiya rupathilakki	unknown_state
462	 Tovino machanzz oru rakshayumilla waiting for  kalkki	Positive
463	 Robot comedy super nit fame Sooraj aanenn aarkkokke ariyam	unknown_state
464	 Mamangam oru mamangamaayi thanne kondadum... great	Positive
465	 That “വാടാ “ vili   ettan	unknown_state
466	 aaahaaaa negative comment aayi kure pannikal vannallllloooo	Negative
467	 Dileepettante kudumba cinema kaathirikkunnavar please like	unknown_state
468	 Ithu polikkum surajin kodukk oru like.	Positive
469	 Vedikettu...ee vecation Lucifer kondupoyi makkale....Lalettan & Rajuettan ....	Positive
470	 Chila undertaker toon aduku manakunondu  sradhichu kakanaam	Mixed_feelings
471	 Aha ithu pulimurugan trailer pole undallo ?  Aghane thonnivar adi like !	Mixed_feelings
472	 Trailer nte pokku kandattu valya pratheeksha illa..    nammade george ettans pole	Negative
473	 Onnum parayanilla.. ikka ee role polichadakkum enn sure	Positive
474	 dis like adikkunnavanmark ethire like adikkan button	unknown_state
475	 Malayala cinemayude range enthanen ariyan erikkunathe ullu MAMANGAM	Positive
476	 Poli.      L	Positive
477	 inn poyi padam kandu ..ufffffff oru rakshayum illa poliii	Positive
478	 Cherudaaytt #thegreatfather bgm vanno ennoru doubt ( first)	Mixed_feelings
479	 Malayala cinemayude .....  Ore oru Rajavu   #Lalettan	Positive
480	 Story ere kore pidi kitti kazhinju....	Mixed_feelings
481	 Mass trailer... Lalettaaaaa oru rakshayumilla. Pwolichu... Lalettan muthaanu... Prithvi sarikum njettichu. Lalettan+prithvi=Lucifer(blockbuster )... Lalettan ishtam	Positive
482	 Itrayum nalla Padam ee oola channelil enthinna ittee	Negative
483	 Avasanam oru superman puchu ude  mamukka powlikum  kude madura rajayum	Positive
484	 E trailornu unlike adicha ella oolakalkum	Negative
485	 Eee padam ettu nilayil moonchum	Negative
486	 Trailer kand chiri vannavar ivide like adi	unknown_state
487	 pulimurukan trailer ano kanunath 🤔	Mixed_feelings
488	 Trailer kandal ariyam nalla oombiya padam aanunn	Negative
489	 lov uuuuuuuuuu etttaaaaaaa  romajam vanu chavum	Positive
490	 No raksha mammokka poli ikka fans like here	unknown_state
491	 Uff uff uff ijjadi ikaaaaaaaaaaaaa ponnikkkaaaaaaaa	Positive
492	 Ithrayum predisha koduthittu adutha odiyan akathirunna mathiyayirunnu🤪🤪	Mixed_feelings
493	 Kgf poleyulla padam kanda feel.. kidilam	Positive
494	 enthu myru dailogado ikkayude ketitile athu pole para mo e.	Negative
495	 Jayasurya MASS Look! And super trailer	Positive
496	 Kola mass ennu thoniyavar evdea like adiku	Positive
497	 Venda kuttaa uruttaam.       Ufffff	unknown_state
498	 Raja 2 teaserinu  shesham kaanunnnavar like	unknown_state
499	 Padam kazhinju trailer veendum kandavar like adikku . Padam trailer pole alla	unknown_state
500	 nivin pauli annel ithe oru onnonnara Padam ayene	Mixed_feelings
501	 Nannayi onnu poliyunna lakshnm unde...Thrill maintain cheyan ayillenkil	Negative
502	 27k dislike adichaaa teamsne polikkunnaver evide like adicheee......!  LAL EttaN         Vaaadaaa.........!!!!!	unknown_state
503	 5 million aya ennu nokkan vannvarundo	unknown_state
504	 Supr trailer oru vettame like adikkan pattullu ennoru sankadam athra kidu trlr	Positive
505	 Ikkha Mess aanu  #mamookkha  #dq	Positive
506	 Super aakumennu ariyamayirunnu pakshey etu maha maha soooper....	Positive
507	 Namukkokke telugu action padam ishdamanu ithippo telung padam pole undall the best	Mixed_feelings
508	 1:34 il backil nilkunath prithviraj anennu toniyath eneke matram ano	unknown_state
509	 Onnum parayaanilla.....kaathirikkunnu Lucifer ney kaanaan!!! Prithvirajj polichuttooo...iniyum porattey cinemakal....Muralii...ingalu muthaanu...	Positive
510	 Full pulimurugan cast🤩🤩🤩ith polikm muruga nee theerneda	Positive
511	 190k views 195k like poli thanne YouTube ilum tallu tudangiyiale	unknown_state
512	 Ethi poy  sec nokki nikkunnavar adi muthe like	unknown_state
513	 Ikka Fans Like here  And Maranamass	Positive
514	 Lalettan pola dialogues parayan arakum kazhiyal agakathum ella	unknown_state
515	 Njan oru Lalettan Fana Ennalum Enikk Teaser Ishtappettilla	Negative
516	 Oru rakshem illaa  Lalettan  Prithvi	Positive
517	 rajaede pilllar strong anell ettante pillerrr strongoo strong.....	Positive
518	 Mammukka kalakam super trailer rajaiuda team double strong alla trouble strong annu	Positive
519	 Climax scene kandit ithinu oru second part venammenu agrahikunnavark like adikanulla coment.	unknown_state
520	 Eee Traileril tovinoya  kondaapol ...rahul gandiya ormma vannavar evida like adi	unknown_state
521	 Thirakku kettan sunny chechiyokkeee venam lee.	unknown_state
522	 Banal trash. Panavum nashtam samayavum nashtam.	Negative
523	 Sunny chechide dance kaanan wait cheyyunnaver like adi ...ahaa	unknown_state
524	 Dislike adichavarode enik parayanullathe ikka uryir	Negative
525	 Ente ponno rajuvetta namichu lalettan is back	Positive
526	 22k views ennanallo kanikkunne? but 140k olam likes und? athentha angane?🤔	unknown_state
527	 E  adaaar item adaaar item ennu paranchal entha ennu eppalla manasilayathu	Positive
528	 poraa pratheeksha illa.. Tovi voice rendering sradhichitilla..... camera	Negative
529	 Lalettan fans ::::: like adiiiii .....	unknown_state
530	 Mammokka superb... glamour... but trailor nirashapeduthi...	Mixed_feelings
531	 trailar mas  padam marana mas rajayum pillarum kali thudagi  pakalam	Positive
532	 Ikka	Positive
533	 Stephene kaanan nale aarokke varunnundee	unknown_state
534	 Diriection mosamanu ennoru thonnal.. oru feel varunnilla	Negative
535	 Ente ponnoo ejjathi  Ithu malayalathinte oreoru mamangam	Positive
536	 Pottum aenne urappayi .... Inne aethra nilayil pottum aennum koodi nokkiya mathi....	Negative
537	 Vishakinte page allade vere onnum kityille subcribe cheyyann...38 k ane adil agge illed...minimum 500 k..vews ille subcribr kitenamayirunnu....	Negative
538	 Duper hit aavatte  Mammookka	Positive
539	 Dislike adikkunnavan mar kandoooo Lalettan puthiya adar item................	Positive
540	 Romancham vanna trailer... and ...lalettante..Vaadaa...!!!.... ith pwolikkum.....	Positive
541	 Ethra kandalum veendum kanan thonunna trailer.	Positive
542	 Ente ponnu...kiduve...🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰 Ikkkkaaaa       Kidu.bgm🥰🥰🥰	Positive
543	 E movie full kittaan valla vaziyum ndo...	unknown_state
544	 Oompitharam alle mr. Producer.	Negative
545	 Face of Indian cinema ikka	unknown_state
546	 Idivattu sugunan avedaaa Suraj Undo vyshak sir	unknown_state
547	 Wow  katta maas movie.... ....waiting	Positive
548	 ikkade unda entha maati veche release?	unknown_state
549	 Oru rakashayum ella  Ikka polichu	Positive
550	 Teluguvilum tamililum dub cheyth irakando athine Patti news onnum ketillalo	unknown_state
551	 Lucifer ...Rajuvettan malayalcinemakku nalkan pokunna ponthuval .....Lalettann awaiting ....For your devil lucifer	Positive
552	 Lokathilie ettavum mikacha nadan	Positive
553	 2300 dislikes trailer kanathe oohikalloo arokeyayirikumennu	Negative
554	 00:42 njangade Grand center Mall muvattupuzha	unknown_state
555	 Terror bgm theater ilakki marikkunna item aanenn oru soochana iam waiting	Positive
556	 Poli oru rakshayum illa...  dileep ettan...	Positive
557	 Ethu 18 alla ethu athukum mele Ulla PADI Anu	Positive
558	 Next Odiyan akuo en oru doubt 🤔🤔	Mixed_feelings
559	 Annum inum ee manilla natturajavuu lalettan matram ettan ishtam	Positive
560	 Super movie lalettan oru rakshella	Positive
561	 Cinema kandittu vanna njan matrm aaano	unknown_state
562	 PazhKkam koodubol veeryam koodunna veenanu ikka	Positive
563	 romanjification love you laletta ithu pwolikkum	Positive
564	 Nte laletta  Idikatta waiting aaa..... Ummah. Theatre pooraparambha urappaa	Positive
565	 Pokkirirajaykk murukanil undaya pole oru chayakachal enthayalum kollam	Mixed_feelings
566	 Camera chaithirikkunnathu nalla pakka pakka... Nalla dop.... Orupadishtay	Positive
567	 Dislike adichirikanadu lalappan tenddikalairikum kolani valangal fuuu	Negative
568	 Ikka fan alla ennalum ith ikkade etavum valiya blockbuster avate Ennan agraham	Positive
569	 Trailor ok ...kozapilla enni movie kandal ariyam	Mixed_feelings
570	 Mammmokhaaa 69 vayyas ayye annetum look entaa ponooo	Positive
571	 cinema virodhikal dislike aayittu ethiyalo.. nthado nannaavaathe.. ikkayeyum ettaneyum verukaan ngane pattunnu keedangale..??	Positive
572	 Ithilum nallath pulimurugan trailer onnoode kanunnath aayirunnu	Negative
573	 Lalettnje engne kanan agrahichu ath angne namnal kandu	Positive
574	 Dislike alla lappantta makkalum anta nadu veral നമസ്കാരം	Negative
575	 1.01 prithviraj anenn manasilayavar like adik	unknown_state
576	 Support cheyyan Lalettan fans undoo ivide ????	unknown_state
577	 Fight scene kandupidikan Peter hein vallandu bhudhimuteenu thonunu pulimurugan poleye illa	unknown_state
578	 Enatammo pwoli itemm marana mass trailer	Positive
579	 Eth kandappooll prithvi rajinee ormavannavar like adiii	unknown_state
580	 FDFS locked ഒറ്റ പേര് Megastar Mamookka	Positive
581	 Inganathe oru padathin vendi aayirunnu kaathiripp...avanteyokke.. friendshipum..romanceum...chaliyum..masalayum.. kand maduth	Positive
582	 Lalettan massaaa verum Mass Alla kolamass lalettan ki jaiiii	Positive
583	 Ethra Alinja oru padam Mr mammotty nirthi poekode do🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬	Negative
584	 triler kanathe dislike cheyyunnavarkk ente prenamam yogikunnavar like	unknown_state
585	 Polichu trailer by suriya fan padam polikum	Positive
586	 International schoolil padikkunnavar dha ivide unnu amarthikke	unknown_state
587	 kashtepettu kura dislike..nganatha ora teams.... dislike adikana fansinte padam nala padamanena paranjitole...nganatha ora matavanmaree...kashtammm	unknown_state
